,title,make,model,manufactured,reg_year,transmission_auto,curb_weight,power,engine_cap,no_of_owners,depreciation,coe,dereg_value,mileage,omv,arf,opc_revised,opc_old,road_tax,type_of_vehicle_1,type_of_vehicle_2,type_of_vehicle_3,type_of_vehicle_4,make_model_1,make_model_2,make_model_3,make_model_4,make_model_5,make_model_6,make_model_7,make_model_8,make_model_9,make_model_10,category_almost new car,category_coe car,category_consignment car,category_direct owner sale,category_electric cars,category_hybrid cars,category_imported used vehicle,category_low mileage car,category_opc car,category_parf car,category_premium ad car,category_rare & exotic,category_sgcarmart warranty cars,category_sta evaluated car,category_vintage cars,fuel_type_diesel,fuel_type_electric,fuel_type_petrol-electric,coe_valid_time,price
3476,mercedes-benz e-class e250,mercedes-benz,e250,2011.0,2012.0,1,1725.0,150.0,1796.0,1.0,30770.0,72501.0,36415.0,78800.0,51654.0,51654.0,0,0,974.0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,65800.0
3477,lexus rx450h hybrid (coe till 04/2030),lexus,rx,2010.0,2010.0,1,2110.0,220.0,3456.0,2.0,9410.0,33568.0,28822.0,134000.0,69509.0,41706.0,0,0,3720.0,0,1,1,0,0,0,1,0,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,9,88900.0
3478,toyota dyna 150 3.0m,toyota,dyna,2014.0,2015.0,0,1760.0,202.85518797911826,2982.0,1.0,11140.0,5549.0,2232.0,86500.0,30918.0,1546.0,0,0,2363.986,0,1,1,1,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,49300.0
3479,volkswagen touran 1.4a tsi,volkswagen,touran,2012.0,2012.0,1,1536.0,103.0,1390.0,2.0,11770.0,59003.0,16745.0,123000.0,21915.0,21915.0,0,0,620.0,1,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,24800.0
3480,audi a4 1.8a tfsi mu (coe till 08/2030),audi,a4,2010.0,2010.0,1,1450.0,118.0,1798.0,4.0,7930.0,32914.0,29695.0,110500.0,38496.0,38496.0,0,0,1074.0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,78600.0
3481,volvo s60 t5,volvo,s60,2018.0,2018.0,1,1557.0,180.0,1969.0,1.0,11510.0,32000.0,44865.0,45500.0,26813.0,29539.0,0,0,1176.0,0,0,0,1,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,108100.0
3482,honda accord 2.0a vti-s,honda,accord,2016.0,2016.0,1,1530.0,114.0,1997.0,1.0,12060.0,53001.0,52332.0,77000.0,29444.0,33222.0,0,0,1210.0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,86900.0
3483,mercedes-benz cla-class cla180 amg line premium,mercedes-benz,amg,2018.0,2018.0,1,1430.0,90.0,1595.0,1.0,14910.0,32699.0,50661.0,41500.0,32436.0,37411.0,0,0,740.0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,134000.0
3484,volvo v40 cross country diesel d2,volvo,v40,2015.0,2015.0,1,1448.0,84.0,1560.0,2.0,11930.0,62002.0,32054.0,70000.0,26601.0,14242.0,0,0,1144.0,0,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,56100.0
3485,honda jazz 1.5a rs,honda,jazz,2016.0,2017.0,1,1046.0,96.0,1498.0,2.0,10350.0,50889.0,36264.0,63000.0,16452.0,11452.0,0,0,684.0,0,1,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,68200.0
3486,nissan nv350 2.5a,nissan,nv350,2017.0,2017.0,1,1800.0,167.95500681911827,2488.0,1.0,8640.0,30600.0,17639.0,40000.0,26142.0,1308.0,0,0,1784.5240000000001,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,54800.0
3487,toyota harrier 2.4a (coe till 08/2027),toyota,harrier,2007.0,2007.0,1,1600.0,118.0,2362.0,4.0,7320.0,50972.0,30430.0,171000.0,25726.0,28299.0,0,0,2293.0,0,1,1,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,48100.0
3488,toyota corolla altis 1.6a classic,toyota,corolla,2015.0,2015.0,1,1205.0,90.0,1598.0,2.0,10150.0,55889.0,33545.0,64000.0,17804.0,17804.0,0,0,742.0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,53700.0
3489,nissan nv200 1.6a dx,nissan,nv200,2021.0,2021.0,1,1220.0,105.00751407911827,1597.0,1.0,5510.0,23610.0,23532.0,644.0,19270.0,964.0,0,0,741.1405,0,0,1,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,60400.0
3490,honda stream 1.8a (coe till 10/2023),honda,stream,2008.0,2008.0,1,1370.0,103.0,1799.0,4.0,8380.0,16140.0,6854.0,145000.0,19829.0,19829.0,0,0,1271.0,1,0,0,0,0,0,0,1,1,0,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,19600.0
3491,toyota corolla altis 1.6a (coe till 09/2023),toyota,corolla,2008.0,2008.0,1,1195.0,80.0,1598.0,3.0,8480.0,16170.0,6787.0,145000.0,16084.0,16084.0,0,0,965.0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,19600.0
3492,subaru legacy 2.5i-s sunroof,subaru,legacy,2015.0,2016.0,1,1604.0,129.0,2498.0,1.0,11110.0,57002.0,43656.0,74112.0,20028.0,20040.0,0,0,1798.0,0,0,0,1,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,72400.0
3493,mini cooper 1.6a (coe till 04/2031),mini,cooper,2010.0,2011.0,1,1105.0,90.0,1598.0,3.0,7620.0,42283.0,40951.0,51000.0,23292.0,23292.0,0,0,816.0,0,1,0,1,0,0,0,0,0,1,1,0,1,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,10,81200.0
3494,audi s5 sportback 3.0a tfsi quattro (coe till 11/2029),audi,s5,2010.0,2010.0,1,1755.0,245.0,2995.0,4.0,11590.0,39129.0,32365.0,125446.0,63781.0,63781.0,0,0,2856.0,0,1,0,0,0,1,0,1,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,105500.0
3495,porsche cayman 2.7a tip (coe till 11/2028),porsche,cayman,2008.0,2008.0,1,1390.0,180.0,2687.0,6.0,15670.0,32121.0,23118.0,117366.0,67671.0,67671.0,0,0,2623.0,0,1,0,0,0,1,0,0,0,0,1,1,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7,124100.0
3496,bmw x5 xdrive40i m-sport,bmw,x5,2019.0,2019.0,1,2153.0,250.0,2998.0,1.0,33260.0,39728.0,119959.0,35300.0,81339.0,118411.0,0,0,2384.0,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,352000.0
3497,nissan qashqai 2.0a premium moonroof,nissan,qashqai,2016.0,2016.0,1,1379.0,106.0,1997.0,2.0,9930.0,51109.0,42045.0,70000.0,19653.0,19653.0,0,0,1210.0,0,1,1,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,69200.0
3498,honda shuttle hybrid 1.5a,honda,shuttle,2018.0,2019.0,1,1190.0,101.0,1496.0,1.0,9630.0,38602.0,40912.0,20500.0,22390.0,13346.0,0,0,682.0,1,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,92200.0
3499,honda vezel hybrid 1.5a x honda sensing,honda,vezel,2017.0,2017.0,1,1280.0,112.0,1496.0,1.0,10970.0,48109.0,33261.0,61830.0,26267.0,5000.0,0,0,682.0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,76800.0
3500,hyundai elantra 1.6a (new 5-yr coe),hyundai,elantra,2011.0,2011.0,1,1267.0,95.6,1591.0,4.0,7980.0,44202.64355053101,27860.393555456263,114800.0,10976.0,10976.0,0,0,738.0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,43900.0
3501,nissan sylphy 1.6a,nissan,sylphy,2016.0,2016.0,1,1205.0,85.0,1598.0,1.0,8880.0,56001.0,37878.0,55000.0,16807.0,16807.0,0,0,742.0,0,0,1,1,0,0,0,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,54800.0
3502,proton exora 1.6a m-line (coe till 06/2026),proton,exora,2011.0,2011.0,1,1422.0,93.0,1597.0,4.0,7230.0,22636.0,21904.0,114800.0,13004.0,13004.0,0,0,816.0,1,0,0,0,0,0,0,0,1,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5,38500.0
3503,audi q3 1.4a tfsi s-tronic,audi,q3,2016.0,2016.0,1,1480.0,110.0,1395.0,2.0,13200.0,57002.0,51799.0,82315.0,27620.0,30668.0,0,0,624.0,0,1,1,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,90200.0
3504,suzuki sx4 hb 1.6a (coe till 03/2025),suzuki,sx4,2009.0,2010.0,1,1205.0,82.0,1586.0,4.0,7070.0,16604.0,11646.0,120000.0,15879.0,15879.0,0,0,883.0,0,1,0,1,0,0,0,0,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,27300.0
3505,volvo xc60 t5 2.0a,volvo,xc60,2015.0,2016.0,1,1722.0,180.0,1969.0,1.0,14800.0,51010.0,52858.0,78000.0,34851.0,40792.0,0,0,1176.0,0,1,1,0,0,1,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,100000.0
3506,rolls-royce dawn,rolls-royce,dawn,2016.0,2019.0,1,2560.0,420.0,6592.0,1.0,108180.0,32909.0,566485.0,16000.0,417109.0,722797.0,0,0,8004.0,0,1,0,0,0,0,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1299000.0
3507,toyota sienta hybrid 1.5a x,toyota,sienta,2019.0,2021.0,1,1325.0,73.0,1496.0,1.0,9730.0,47821.0,55869.0,1000.0,24705.0,11587.0,0,0,681.904,1,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,112000.0
3508,lamborghini aventador lp700-4,lamborghini,aventador,2011.0,2011.0,1,1690.0,515.0,6498.0,4.0,10610.0,72501.0,200294.0,8500.0,397808.0,397808.0,0,0,7856.0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,605000.0
3509,mercedes-benz glc-class glc250 4matic,mercedes-benz,glc250,2018.0,2019.0,1,1735.0,155.0,1991.0,1.0,19660.0,31101.0,64036.0,24000.0,44782.0,54695.0,0,0,1202.0,0,1,1,0,0,1,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,190100.0
3510,bmw 7 series 740i m-sport,bmw,740i,2021.0,2021.0,1,1825.0,235.0,2998.0,1.0,10610.0,10.0,35556.0,8.0,95000.0,113019.97430000002,0,0,2384.0,0,0,0,1,0,0,1,1,1,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,427800.0
3511,nissan cabstar,nissan,cabstar,2020.0,2021.0,1,1700.0,133.33741821911826,1998.0,1.0,7020.0,31964.0,30852.0,18.0,24011.0,1201.0,0,0,1209.7540000000001,0,1,1,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,74600.0
3512,mercedes-benz e-class e300e plug-in hybrid amg line premium plus night edition,mercedes-benz,amg,2021.0,2021.0,1,1990.0,245.0,1991.0,1.0,23410.0,61001.0,118282.0,652.0,66393.0,76508.0,0,0,1201.5430000000001,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,1,0,299200.0
3513,toyota estima 2.4a g (coe till 03/2029),toyota,estima,2008.0,2009.0,1,1800.0,125.0,2362.0,3.0,7910.0,33018.0,24976.0,132888.0,43144.0,43144.0,0,0,2129.0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,65800.0
3514,toyota dyna 150 3.0m,toyota,dyna,2017.0,2017.0,0,1800.0,202.85518797911826,2982.0,1.0,10000.0,26029.0,15040.0,92000.0,26436.0,1322.0,0,0,2363.986,0,1,1,1,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,63600.0
3515,honda stream 1.8a rsz (coe till 10/2023),honda,stream,2008.0,2008.0,1,1370.0,103.0,1799.0,2.0,9570.0,16140.0,7013.0,192000.0,21352.0,11951.0,0,0,1271.0,1,0,0,0,0,0,0,1,1,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,22900.0
3516,isuzu nhr85a (coe till 04/2024),isuzu,nhr85a,2009.0,2009.0,0,1800.0,204.05620635911828,2999.0,2.0,10360.0,13380.0,7178.0,140000.0,29398.0,1470.0,0,0,2860.7124,0,1,1,1,0,0,1,1,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,30600.0
3517,jaguar xf 2.0a gtdi luxury,jaguar,xf,2014.0,2017.0,1,1873.0,177.0,1999.0,2.0,14640.0,52751.0,95244.0,40800.0,62826.0,85087.0,0,0,1212.0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,142800.0
3518,mercedes-benz cla-class cla180 amg line premium plus,mercedes-benz,amg,2020.0,2021.0,1,1700.0,100.0,1332.0,1.0,17180.0,45001.0,79437.0,652.0,39966.0,47953.0,0,0,586.0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,209000.0
3519,jaguar xe 2.0a prestige,jaguar,xe,2016.0,2017.0,1,1585.0,147.0,1999.0,2.0,13170.0,54556.0,63498.0,51000.0,36729.0,43421.0,0,0,1212.0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,106300.0
3520,porsche boxster s 3.4a pdk (new 10-yr coe),porsche,boxster,2012.0,2012.0,1,1425.0,232.0,3436.0,3.0,21880.0,44996.85820658109,73623.91478080626,100000.0,85341.0,85341.0,0,0,3068.0,0,1,0,0,0,1,0,0,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,240800.0
3521,lexus es250 sunroof,lexus,es,2016.0,2017.0,1,1615.0,135.0,2494.0,2.0,15880.0,55000.0,63687.0,102500.0,36191.0,42668.0,0,0,1792.0,0,0,0,1,0,0,0,0,1,1,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,124200.0
3522,mercedes-benz cla-class cla45 s amg 4matic+ premium plus night edition,mercedes-benz,amg,2019.0,2021.0,1,1660.0,310.0,1991.0,1.0,28920.0,49300.0,116570.0,45.0,67246.0,93043.0,0,0,1202.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,353100.0
3523,nissan nv350 caravan 2.0a dx,nissan,nv350,2021.0,2021.0,1,1700.0,133.33741821911826,1998.0,1.0,5980.0,29764.0,29258.0,644.0,23795.0,1190.0,0,0,1209.7540000000001,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,64700.0
3524,bmw x3 sdrive20i,bmw,x3,2015.0,2016.0,1,1680.0,135.0,1997.0,2.0,16250.0,45009.0,46921.0,98216.0,32996.0,38195.0,0,0,1210.0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,101200.0
3525,mitsubishi colt ralliart version-r 1.5m (coe till 08/2028),mitsubishi,colt,2008.0,2008.0,0,1110.0,113.0,1468.0,6.0,9040.0,34197.0,23844.0,233000.0,19471.0,19471.0,0,0,866.0,0,1,0,0,0,0,1,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,7,69300.0
3526,toyota allion 1.5a (coe till 02/2024),toyota,allion,2008.0,2009.0,1,1200.0,81.0,1496.0,4.0,7710.0,12864.0,6273.0,160000.0,16308.0,16308.0,0,0,887.0,0,0,1,1,0,0,1,1,0,1,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,20700.0
3527,mercedes-benz c-class c200 cgi avantgarde (coe till 08/2030),mercedes-benz,c200,2010.0,2010.0,1,1505.0,135.0,1796.0,2.0,8680.0,32914.0,29505.0,135000.0,45292.0,45292.0,0,0,1071.0,0,0,0,1,0,0,1,1,1,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,85600.0
3528,mercedes-benz s-class s560l,mercedes-benz,s560,2018.0,2018.0,1,2000.0,345.0,3982.0,1.0,42120.0,32429.0,190741.0,15178.0,139247.0,222645.0,0,0,3922.0,0,0,0,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,461900.0
3529,toyota harrier 2.0a premium panoramic,toyota,harrier,2016.0,2017.0,1,1610.0,111.0,1986.0,1.0,13080.0,47002.0,55425.0,35107.0,33753.0,34255.0,0,0,1196.0,0,1,1,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,109900.0
3530,mercedes-benz c-class c180 coupe amg line,mercedes-benz,amg,2017.0,2017.0,1,1505.0,115.0,1595.0,2.0,18770.0,49189.0,67427.0,80000.0,40923.0,49293.0,0,0,740.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,155000.0
3531,honda vezel 1.5a x,honda,vezel,2018.0,2019.0,1,1190.0,96.0,1496.0,1.0,9800.0,26170.0,28134.0,37000.0,21160.0,11624.0,0,0,682.0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,86400.0
3532,subaru forester 2.0i-l sunroof,subaru,forester,2017.0,2017.0,1,1591.0,110.0,1995.0,2.0,11190.0,42275.0,35612.0,23500.0,13663.0,13663.0,0,0,1208.0,0,1,1,0,0,0,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,81400.0
3533,maserati granturismo sport 4.7a,maserati,granturismo,2014.0,2015.0,1,1880.0,338.0,4691.0,2.0,39730.0,75200.0,161172.0,41888.0,131403.0,208526.0,0,0,5030.0,0,1,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,263900.0
3534,kia cerato forte 1.6a ex (coe till 12/2025),kia,cerato,2010.0,2010.0,1,1251.0,92.7,1591.0,4.0,7270.0,18652.0,15811.0,150230.0,10543.0,10543.0,0,0,812.0,0,0,1,1,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,33900.0
3535,mercedes-benz cla-class cla180 coupe amg line,mercedes-benz,amg,2016.0,2017.0,1,1395.0,90.0,1595.0,2.0,15640.0,52000.0,51451.0,71950.0,29522.0,28331.0,0,0,740.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,115500.0
3536,rolls-royce cullinan 6.75a,rolls-royce,cullinan,2021.0,2021.0,1,1545.0,420.0,6749.0,1.0,10610.0,10.0,35556.0,644.0,380000.0,452079.89720000006,0,0,8250.0,0,1,1,0,0,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1848000.0
3537,bmw x3 xdrive28i sunroof (new 10-yr coe),bmw,x3,2011.0,2011.0,1,1745.0,190.0,2996.0,2.0,12270.0,44202.64355053101,50346.15032346627,81000.0,47515.0,47515.0,0,0,2382.0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,10,135100.0
3538,mercedes-benz a-class a180 progressive,mercedes-benz,a180,2020.0,2021.0,1,1365.0,96.0,1332.0,1.0,13320.0,40714.0,64329.0,2000.0,30786.0,35101.0,0,0,586.0,0,1,0,1,0,0,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,156100.0
3539,honda civic 1.6a vti (coe till 07/2023),honda,civic,2008.0,2008.0,1,1220.0,92.0,1595.0,4.0,8670.0,18583.0,6771.0,145000.0,18655.0,18655.0,0,0,1036.0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,17400.0
3540,skoda octavia 2.0a tsi rs,skoda,octavia,2019.0,2020.0,1,1577.0,180.0,1984.0,1.0,15650.0,35889.0,53922.0,19000.0,26681.0,29354.0,0,0,1194.0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,169200.0
3541,mercedes-benz c-class c180 avantgarde,mercedes-benz,c180,2017.0,2017.0,1,1425.0,115.0,1595.0,1.0,15650.0,48109.0,62011.0,59773.0,36252.0,42753.0,0,0,740.0,0,0,0,1,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,130700.0
3542,bmw 7 series 740li pure excellence,bmw,740li,2017.0,2017.0,1,1770.0,240.0,2998.0,1.0,24930.0,47002.0,131515.0,63597.0,90911.0,135640.0,0,0,2384.0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,248400.0
3543,renault megane gt 1.6a,renault,megane,2018.0,2018.0,1,1392.0,151.0,1618.0,2.0,12000.0,31307.0,42619.0,40000.0,25065.0,27091.0,0,0,766.0,0,1,0,1,0,0,1,0,0,1,1,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,108900.0
3544,mini cooper s clubman 2.0a,mini,cooper,2017.0,2017.0,1,1390.0,141.0,1998.0,3.0,16490.0,53300.0,60075.0,62000.0,33570.0,38998.0,0,0,1210.0,0,1,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,126400.0
3545,mercedes-benz gla-class gla180,mercedes-benz,gla180,2016.0,2017.0,1,1435.0,90.0,1595.0,1.0,14000.0,50101.0,48208.0,80000.0,28948.0,27528.0,0,0,740.0,0,1,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,99900.0
3546,toyota dyna 150 3.0m,toyota,dyna,2014.0,2014.0,0,1780.0,202.85518797911826,2982.0,1.0,12110.0,14352.0,4243.0,93450.0,27856.0,1393.0,0,0,2363.986,0,1,1,1,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,39400.0
3547,mercedes-benz glc-class glc43 coupe 4matic,mercedes-benz,coupe,2017.0,2018.0,1,1855.0,270.0,2996.0,1.0,26590.0,32900.0,98201.0,34000.0,71423.0,100562.0,0,0,2382.0,0,1,1,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,268300.0
3548,mercedes-benz g-class g63 amg 4matic,mercedes-benz,amg,2021.0,2021.0,1,1700.0,155.0,3982.0,1.0,56610.0,61001.0,249172.0,652.0,154991.0,250984.0,0,0,3922.0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,760100.0
3549,mini cooper s clubman 2.0a,mini,cooper,2018.0,2018.0,1,1390.0,141.0,1998.0,1.0,14770.0,31302.0,55304.0,60000.0,37010.0,43814.0,0,0,1210.0,0,1,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,140600.0
3550,mercedes-benz cla-class cla180 amg line,mercedes-benz,amg,2015.0,2015.0,1,1430.0,90.0,1595.0,3.0,17600.0,68589.0,39678.0,163000.0,28024.0,21234.0,0,0,740.0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,84700.0
3551,kia stinger 3.3a sunroof,kia,stinger,2020.0,2020.0,1,1780.0,272.0,3342.0,1.0,19990.0,37109.0,73013.0,10988.0,44159.0,53823.0,0,0,2920.0,0,0,0,1,0,0,1,0,1,0,0,1,1,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,223100.0
3552,toyota harrier 2.0a elegance,toyota,harrier,2016.0,2016.0,1,1580.0,111.0,1986.0,1.0,13670.0,46667.0,39550.0,63000.0,27404.0,25366.0,0,0,1196.0,0,1,1,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,84500.0
3553,chevrolet cruze 1.4a turbo,chevrolet,cruze,2017.0,2017.0,1,1440.0,103.0,1362.0,1.0,8280.0,53711.0,42940.0,39000.0,14343.0,14343.0,0,0,604.0,0,0,1,1,0,0,1,1,1,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,62500.0
3554,citroen berlingo 1.5a bluehdi,citroen,berlingo,2020.0,2020.0,1,1480.0,98.08399635911827,1499.0,2.0,7490.0,19990.0,18111.0,11000.0,24148.0,1208.0,0,0,683.6635,0,0,1,0,0,0,0,1,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,74700.0
3555,lamborghini gallardo lp550-2 (coe till 06/2030),lamborghini,gallardo,2010.0,2010.0,1,1500.0,405.0,5204.0,5.0,31500.0,33568.0,29715.0,44254.0,206993.0,206993.0,0,0,6417.0,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,9,306700.0
